,intersection_geom,ST_NAME_left,ST_NAME_right
657,POINT (2380901.143901137 7128987.258380702),Gober,Scripture
658,POINT (2380907.630442154 7129434.885831117),Gober,Sena
659,POINT (2380907.630442154 7129434.885831117),Gober,Sena
660,POINT (2382919.77794112 7128976.85117285),Ponder,Scripture
661,POINT (2382977.22627082 7129265.039642822),Ponder,Congress
662,POINT (2388724.6224029595 7128968.575313466),Railroad,Banner
663,POINT (2385279.391445512 7128850.919896574),Carroll,Parkway
664,POINT (2385274.435491122 7129232.906123565),Carroll,Congress
665,POINT (2385274.435491122 7129232.906123565),Carroll,Congress
666,POINT (2385279.391445512 7128850.919896574),Carroll,Parkway
667,POINT (2385230.513206449 7128846.647203213),Carroll,Parkway
668,POINT (2385230.513206449 7128846.647203213),Carroll,Parkway
669,POINT (2385225.510639815 7129232.271401477),Carroll,Congress
670,POINT (2385225.510639815 7129232.271401477),Carroll,Congress
671,POINT (2386992.0179611295 7128854.992572729),Parkway,Parkway
672,POINT (2383690.677941027 7128724.828314941),Amarillo,Anderson
673,POINT (2383696.044299206 7129256.129486078),Amarillo,Congress
674,POINT (2383696.044299206 7129256.129486078),Amarillo,Congress
675,POINT (2384290.016770636 7128732.58015962),Mounts,Anderson
676,POINT (2384157.9604948866 7129247.548793906),Mounts,Congress
677,POINT (2384157.9604948866 7129247.548793906),Mounts,Congress
678,POINT (2388721.409683885 7128746.579843407),Railroad,Uland
679,POINT (2388724.6224029595 7128968.575313466),Railroad,Banner
680,POINT (2380128.4181990274 7128668.069145525),Bradley,Houston
681,POINT (2380133.3962315065 7128995.604109232),Bradley,Scripture
682,POINT (2380133.3962315065 7128995.604109232),Bradley,Scripture
683,POINT (2380777.244060685 7128632.726761249),Marietta,Houston
684,POINT (2380772.6684928555 7128989.247848997),Marietta,Scripture
685,POINT (2380772.6684928555 7128989.247848997),Marietta,Scripture
686,POINT (2380128.4181990274 7128668.069145525),Bradley,Houston
687,POINT (2380129.536984182 7128580.75784519),Bradley,Houston
688,POINT (2383335.9159387783 7128487.376440898),Fulton,Grace Temple
689,POINT (2383332.118977931 7129255.066371012),Fulton,Congress
690,POINT (2383332.118977931 7129255.066371012),Fulton,Congress
691,POINT (2378669.642086632 7128423.818794441),Thomas,Houston
692,POINT (2378670.4703254295 7128598.480530834),Thomas,Houston
693,POINT (2384666.656390245 7128460.92566561),Denton,Pearl
694,POINT (2384667.729201867 7128850.267060954),Denton,Parkway
695,POINT (2383692.4160410087 7128353.716324279),Amarillo,Haynes
696,POINT (2383690.677941027 7128724.828314941),Amarillo,Anderson
697,POINT (2378665.988166624 7128230.928171063),Thomas,Alamo
698,POINT (2378669.642086632 7128423.818794441),Thomas,Houston
