Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count,Day of Week,Hour of Day,Intersecting Street Name,Latitude,Longitude,Number of Lanes,Road Class,Roadway Type,Speed Limit,Street Name,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender
19089214,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44800,8,0,SATURDAY,20:00 - 20:59,ANNA ST,33.22962418,-97.13585246,No Data,CITY STREET,No Data,30,SUNSET ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE
19089219,0,0,99 - UNKNOWN,0,0,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,44800,8,0,SATURDAY,19:00 - 19:59,FULTON ST,33.22977076,-97.1424284,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
19089219,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,44800,8,0,SATURDAY,19:00 - 19:59,FULTON ST,33.22977076,-97.1424284,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,50,1 - MALE
19089219,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,44800,8,0,SATURDAY,19:00 - 19:59,FULTON ST,33.22977076,-97.1424284,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
19089258,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44800,8,0,SATURDAY,23:00 - 23:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,5,US0380,1 - DRY,1 - CLEAR,DUTY ON STRIKING UNATTENDED VEHICLE,10435363,56,1 - MALE
19093426,0,0,99 - UNKNOWN,0,0,FAILED TO CONTROL SPEED,44800,8,0,SATURDAY,09:00 - 09:59,N/A,No Data,No Data,No Data,NON TRAFFICWAY,No Data,-1,W MULBERRY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
19094859,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44800,8,0,SATURDAY,22:00 - 22:59,W MULBERRY ST,33.21350419,-97.13723246,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
19094859,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44800,8,0,SATURDAY,22:00 - 22:59,W MULBERRY ST,33.21350419,-97.13723246,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE
19094859,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44800,8,0,SATURDAY,22:00 - 22:59,W MULBERRY ST,33.21350419,-97.13723246,No Data,CITY STREET,No Data,35,S CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE
19082594,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44801,8,0,SUNDAY,05:00 - 05:59,N BONNIE BRAE ST,33.21474419,-97.16140245,No Data,CITY STREET,No Data,30,W HICKORY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE
19082594,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44801,8,0,SUNDAY,05:00 - 05:59,N BONNIE BRAE ST,33.21474419,-97.16140245,No Data,CITY STREET,No Data,30,W HICKORY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,1 - MALE
19082594,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44801,8,0,SUNDAY,05:00 - 05:59,N BONNIE BRAE ST,33.21474419,-97.16140245,No Data,CITY STREET,No Data,30,W HICKORY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,1 - MALE
19085248,2,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44801,8,2,SUNDAY,08:00 - 08:59,PINE HILLS LN,33.1508924,-97.09736809,6,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",45,FM2499,1 - DRY,1 - CLEAR,NO CHARGES,No Data,62,2 - FEMALE
19085248,2,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44801,8,2,SUNDAY,08:00 - 08:59,PINE HILLS LN,33.1508924,-97.09736809,6,FARM TO MARKET,"4 OR MORE LANES, DIVIDED",45,FM2499,1 - DRY,1 - CLEAR,NO CHARGES,No Data,46,1 - MALE
19086173,3,0,C - POSSIBLE INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44801,8,3,SUNDAY,14:00 - 14:59,W COLLINS ST,33.20418757,-97.1357398,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE
19086173,3,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44801,8,3,SUNDAY,14:00 - 14:59,W COLLINS ST,33.20418757,-97.1357398,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE
19086173,3,0,A - SUSPECTED SERIOUS INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44801,8,3,SUNDAY,14:00 - 14:59,W COLLINS ST,33.20418757,-97.1357398,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,1 - MALE
19086173,3,0,A - SUSPECTED SERIOUS INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44801,8,3,SUNDAY,14:00 - 14:59,W COLLINS ST,33.20418757,-97.1357398,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,69,1 - MALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,20,1 - MALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,25,1 - MALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,26,2 - FEMALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,21,2 - FEMALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,23,2 - FEMALE
19089223,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; IMPROPER START FROM PARKED POSITION,44801,8,0,SUNDAY,01:00 - 01:59,N/A,33.21361782,-97.14447291,No Data,CITY STREET,No Data,20,W MULBERRY ST,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,1 - MALE
19089248,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,20:00 - 20:59,NOT REPORTED,33.20552659,-97.1551404,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN
19089248,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,20:00 - 20:59,NOT REPORTED,33.20552659,-97.1551404,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,1 - MALE
19089253,0,0,N - NOT INJURED,1,0,ILL (EXPLAIN IN NARRATIVE),44801,8,0,SUNDAY,20:00 - 20:59,N/A,33.24217738,-97.12274203,No Data,CITY STREET,No Data,30,DRIFTWOOD TRL,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE
19089288,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,19:00 - 19:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,FAILED TO YIELD RIGHT OF WAY- LEFT TURN,10368271,17,1 - MALE
19089288,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,19:00 - 19:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE
19089288,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,19:00 - 19:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO DRIVER LICENSE,10447742,42,1 - MALE
19089288,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,19:00 - 19:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,47,2 - FEMALE
19089288,1,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,19:00 - 19:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE
19091318,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,18:00 - 18:59,IH0035,33.25569643,-97.17760401,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,FAILED TO CONTROL SPEED,10435362,27,2 - FEMALE
19091318,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,18:00 - 18:59,IH0035,33.25569643,-97.17760401,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,6,1 - MALE
19091318,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,18:00 - 18:59,IH0035,33.25569643,-97.17760401,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,66,1 - MALE
19091318,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,18:00 - 18:59,IH0035,33.25569643,-97.17760401,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,63,2 - FEMALE
19091318,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,18:00 - 18:59,IH0035,33.25569643,-97.17760401,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",60,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,1 - MALE
19094861,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.16825252,-97.08264932,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,1 - MALE
19094861,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.16825252,-97.08264932,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,"FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY, NO DRIVERS LICENSE","10369319, 10369319",36,1 - MALE
19094861,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.16825252,-97.08264932,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE
19095709,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,00:00 - 00:59,US0377,33.20650482,-97.13332367,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,FAILURE TO YIELD ROW TURNING LEFT,10411774,17,1 - MALE
19095709,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,00:00 - 00:59,US0377,33.20650482,-97.13332367,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,16,2 - FEMALE
19095709,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,00:00 - 00:59,US0377,33.20650482,-97.13332367,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,13,2 - FEMALE
19095709,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,00:00 - 00:59,US0377,33.20650482,-97.13332367,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,28,1 - MALE
19095709,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44801,8,1,SUNDAY,00:00 - 00:59,US0377,33.20650482,-97.13332367,4,CITY STREET,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE
19096068,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.23037233,-97.17412113,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,CHANGED LANES WHEN UNSAFE,10438243,18,1 - MALE
19096068,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.23037233,-97.17412113,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,54,1 - MALE
19096068,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.23037233,-97.17412113,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,50,2 - FEMALE
19096068,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44801,8,0,SUNDAY,19:00 - 19:59,NOT REPORTED,33.23037233,-97.17412113,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE
19096239,0,1,N - NOT INJURED,1,0,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,44801,8,0,SUNDAY,06:00 - 06:59,N/A,33.1914898,-97.11453138,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,36,2 - FEMALE
19096239,0,1,K - FATAL INJURY,0,0,PEDESTRIAN FAILED TO YIELD RIGHT OF WAY TO VEHICLE,44801,8,0,SUNDAY,06:00 - 06:59,N/A,33.1914898,-97.11453138,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,1 - MALE
19098712,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,44801,8,1,SUNDAY,03:00 - 03:59,N/A,33.20347755,-97.15033619,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,DWI,No Data,52,1 - MALE
19098712,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED; HAD BEEN DRINKING,44801,8,1,SUNDAY,03:00 - 03:59,N/A,33.20347755,-97.15033619,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,47,1 - MALE
19086815,1,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44802,8,1,MONDAY,09:00 - 09:59,N/A,33.21933898,-97.13724029,No Data,CITY STREET,No Data,35,N CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,1 - MALE
19086815,1,0,C - POSSIBLE INJURY,0,1,CHANGED LANE WHEN UNSAFE,44802,8,1,MONDAY,09:00 - 09:59,N/A,33.21933898,-97.13724029,No Data,CITY STREET,No Data,35,N CARROLL BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,2 - FEMALE
19086816,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44802,8,1,MONDAY,10:00 - 10:59,SADAU CT,33.18839419,-97.10385247,No Data,CITY STREET,No Data,30,COLORADO BLVD,1 - DRY,1 - CLEAR,FAIL TO YIELD ROW - TURNING LEFT,10373805,48,1 - MALE
19086816,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44802,8,1,MONDAY,10:00 - 10:59,SADAU CT,33.18839419,-97.10385247,No Data,CITY STREET,No Data,30,COLORADO BLVD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE
19086821,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,0,MONDAY,16:00 - 16:59,N/A,33.23572746,-97.1070312,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10373806,24,2 - FEMALE
19086821,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,0,MONDAY,16:00 - 16:59,N/A,33.23572746,-97.1070312,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,2 - FEMALE
19086822,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE; TURNED IMPROPERLY - WRONG LANE,44802,8,0,MONDAY,13:00 - 13:59,N/A,33.23058704,-97.13280052,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,46,2 - FEMALE
19086822,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE; TURNED IMPROPERLY - WRONG LANE,44802,8,0,MONDAY,13:00 - 13:59,N/A,33.23058704,-97.13280052,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,69,1 - MALE
19086937,0,0,N - NOT INJURED,1,0,DISREGARD STOP AND GO SIGNAL; UNDER INFLUENCE - DRUG,44802,8,0,MONDAY,21:00 - 21:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,2 - WET,3 - RAIN,DRIVING WHILE INTOXICATED,ARREST,24,1 - MALE
19086937,0,0,N - NOT INJURED,1,0,DISREGARD STOP AND GO SIGNAL; UNDER INFLUENCE - DRUG,44802,8,0,MONDAY,21:00 - 21:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,26,2 - FEMALE
19086937,0,0,N - NOT INJURED,1,0,DISREGARD STOP AND GO SIGNAL; UNDER INFLUENCE - DRUG,44802,8,0,MONDAY,21:00 - 21:59,US0377,33.23085022,-97.13278961,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",40,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,25,1 - MALE
19087117,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44802,8,1,MONDAY,20:00 - 20:59,N/A,33.17381804,-97.09042879,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,56,1 - MALE
19087117,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,1,MONDAY,20:00 - 20:59,N/A,33.17381804,-97.09042879,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,21,2 - FEMALE
19087117,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,1,MONDAY,20:00 - 20:59,N/A,33.17381804,-97.09042879,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,22,2 - FEMALE
19087191,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,0,MONDAY,21:00 - 21:59,N/A,33.17505146,-97.09214803,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,20,2 - FEMALE
19087191,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44802,8,0,MONDAY,21:00 - 21:59,N/A,33.17505146,-97.09214803,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,21,1 - MALE
19087294,2,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44802,8,2,MONDAY,09:00 - 09:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,EXPIRED OPERATORS LICENSE,10439765,45,2 - FEMALE
19087294,2,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44802,8,2,MONDAY,09:00 - 09:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,66,2 - FEMALE
19087294,2,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44802,8,2,MONDAY,09:00 - 09:59,COLORADO BLVD,33.18915982,-97.10421919,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,67,1 - MALE
19096363,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44802,8,0,MONDAY,20:00 - 20:59,N/A,33.19286709,-97.12423037,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,73,2 - FEMALE
19096363,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44802,8,0,MONDAY,20:00 - 20:59,N/A,33.19286709,-97.12423037,4,CITY STREET,"4 OR MORE LANES, DIVIDED",35,FM2181,1 - DRY,1 - CLEAR,NO CHARGES,No Data,42,1 - MALE
19102379,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,44802,8,1,MONDAY,14:00 - 14:59,W OAK ST,33.21568419,-97.14639246,No Data,CITY STREET,No Data,30,FRY ST,1 - DRY,1 - CLEAR,FAILED TO YIELD ROW - TO PED,22140902,38,1 - MALE
19102379,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,44802,8,1,MONDAY,14:00 - 14:59,W OAK ST,33.21568419,-97.14639246,No Data,CITY STREET,No Data,30,FRY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,43,1 - MALE
19102379,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,44802,8,1,MONDAY,14:00 - 14:59,W OAK ST,33.21568419,-97.14639246,No Data,CITY STREET,No Data,30,FRY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,1 - MALE
19102379,1,0,A - SUSPECTED SERIOUS INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,44802,8,1,MONDAY,14:00 - 14:59,W OAK ST,33.21568419,-97.14639246,No Data,CITY STREET,No Data,30,FRY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE
19118771,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44802,8,0,MONDAY,16:00 - 16:59,TX 288 LOOP,33.19314419,-97.09603247,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,31,2 - FEMALE
19118771,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44802,8,0,MONDAY,16:00 - 16:59,TX 288 LOOP,33.19314419,-97.09603247,No Data,CITY STREET,No Data,30,BRINKER RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,38,2 - FEMALE
19086795,1,0,C - POSSIBLE INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44803,8,1,TUESDAY,09:00 - 09:59,N/A,33.25190178,-97.16037832,No Data,CITY STREET,No Data,45,N BONNIE BRAE ST,2 - WET,2 - CLOUDY,NO CHARGES,No Data,17,2 - FEMALE
19086817,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44803,8,0,TUESDAY,15:00 - 15:59,BUCEES BLVD,33.18128801,-97.10103323,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,No Data,99 - UNKNOWN
